l_russian:
 PROV1:0 "Рим"
 PROV2885:0 "Эритрейское море"
 PROV2886:0 "Эритрейское море"
 PROV2887:0 "Эритрейское море"
 PROV2888:0 "Эритрейское море"
 PROV2889:0 "Эритрейское море"
 PROV2890:0 "Эритрейское море"
 PROV2891:0 "Эритрейское море"
 PROV2892:0 "Эритрейское море"
 PROV2893:0 "Эритрейское море"
 PROV2894:0 "Эритрейское море"
 PROV2895:0 "Эритрейское море"
 PROV2896:0 "Эритрейское море"
 PROV2897:0 "Эритрейское море"
 PROV2898:0 "Эритрейское море"
 PROV2899:0 "Эритрейское море"
 PROV2900:0 "Эритрейское море"
 PROV2901:0 "Эритрейское море"
 PROV2902:0 "Эритрейское море"
 PROV2903:0 "Эритрейское море"
 PROV2904:0 "Эритрейское море"
 PROV2905:0 "Эритрейское море"
 PROV2906:0 "Эритрейское море"
 PROV2907:0 "Эритрейское море"
 PROV2908:0 "Эритрейское море"
 PROV2909:0 "Эритрейское море"
 PROV2910:0 "Эритрейское море"
 PROV2911:0 "Эритрейское море"
 PROV2912:0 "Эритрейское море"
 PROV2913:0 "Эритрейское море"
 PROV2914:0 "Эритрейское море"
 PROV2915:0 "Эритрейское море"
 PROV2916:0 "Эритрейское море"
 PROV2917:0 "Эритрейское море"
 PROV2918:0 "Эритрейское море"
 PROV2919:0 "Эритрейское море"
 PROV2920:0 "Эритрейское море"
 PROV2921:0 "Эритрейское море"
 PROV2922:0 "Эритрейское море"
 PROV2923:0 "Эритрейское море"
 PROV2924:0 "Эритрейское море"
 PROV2925:0 "Эритрейское море"
 PROV2926:0 "Эритрейское море"
 PROV2927:0 "Эритрейское море"
 PROV2928:0 "Эритрейское море"
 PROV2929:0 "Эритрейское море"
 PROV2930:0 "Эритрейское море"
 PROV2931:0 "Эритрейское море"
 PROV2932:0 "Эритрейское море"
 PROV2933:0 "Эритрейское море"
 PROV2934:0 "Эритрейское море"
 PROV2935:0 "Эритрейское море"
 PROV2936:0 "Эритрейское море"
 PROV2937:0 "Эритрейское море"
 PROV2938:0 "Эритрейское море"
 PROV2939:0 "Эритрейское море"
 PROV2940:0 "Эритрейское море"
 PROV2941:0 "Эритрейское море"
 PROV2942:0 "Эритрейское море"
 PROV2943:0 "Эритрейское море"
 PROV2944:0 "Эритрейское море"
 PROV2945:0 "Гангетский пролив"
 PROV2946:0 "Гангетский пролив"
 PROV2947:0 "Гангетский пролив"
 PROV2948:0 "Гангетский пролив"
 PROV2949:0 "Эритрейское море"
 PROV2950:0 "Эритрейское море"
 PROV2951:0 "Эритрейское море"
 PROV2952:0 "Гангетский пролив"
 PROV2953:0 "Гангетский пролив"
 PROV2954:0 "Гангетский пролив"
 PROV2955:0 "Гангетский пролив"
 PROV2956:0 "Гангетский пролив"
 PROV2957:0 "Гангетский пролив"
 PROV2958:0 "Гангетский пролив"
 PROV2959:0 "Гангетский пролив"
 PROV2960:0 "Гангетский пролив"
 PROV2961:0 "Гангетский пролив"
 PROV2962:0 "Гангетский пролив"
 PROV2963:0 "Гангетский пролив"
 PROV2964:0 "Гангетский пролив"
 PROV2965:0 "Гангетский пролив"
 PROV2966:0 "Гангетский пролив"
 PROV2967:0 "Гангетский пролив"
 PROV2968:0 "Гангетский пролив"
 PROV2969:0 "Гангетский пролив"
 PROV2970:0 "Гангетский пролив"
 PROV2971:0 "Гангетский пролив"
 PROV2972:0 "Гангетский пролив"
 PROV2973:0 "Гангетский пролив"
 PROV2974:0 "Гангетский пролив"
 PROV2975:0 "Гангетский пролив"
 PROV2976:0 "Гангетский пролив"
 PROV2977:0 "Гангетский пролив"
 PROV2978:0 "Гангетский пролив"
 PROV2979:0 "Гангетский пролив"
 PROV2980:0 "Гангетский пролив"
 PROV2981:0 "Гангетский пролив"
 PROV2982:0 "Гангетский пролив"
 PROV2983:0 "Гангетский пролив"
 PROV2984:0 "Гангетский пролив"
 PROV2985:0 "Гангетский пролив"
 PROV2986:0 "Гангетский пролив"
 PROV2987:0 "Гангетский пролив"
 PROV2988:0 "Гирканское море"
 PROV2989:0 "Гирканское море"
 PROV2990:0 "Гирканское море"
 PROV2991:0 "Гирканское море"
 PROV2992:0 "Гирканское море"
 PROV2993:0 "Гирканское море"
 PROV2994:0 "Гирканское море"
 PROV2995:0 "Гирканское море"
 PROV2996:0 "Гирканское море"
 PROV2997:0 "Гирканское море"
 PROV2998:0 "Гирканское море"
 PROV2999:0 "Гирканское море"
 PROV3000:0 "Серманикомагон"
 PROV3001:0 "Кастр Вабренс"
 PROV3002:0 "Панн"
 PROV3003:0 "Солиция"
 PROV3004:0 "Моза"
 PROV3005:0 "Сегезерра"
 PROV3006:0 "Коробиллий"
 PROV3007:0 "Гранн"
 PROV3008:0 "Трикассия"
 PROV3009:0 "Ларга"
 PROV3010:0 "Вальтуд"
 PROV3011:0 "Эпамандуод"
 PROV3012:0 "Августа Рауриков"
 PROV3013:0 "Магетобрия"
 PROV3014:0 "Альбуцинова гавань"
 PROV3015:0 "Аквы Борбониевы"
 PROV3016:0 "Вик Бодаций"
 PROV3017:0 "Децем Паги"
 PROV3018:0 "Рубиак"
 PROV3019:0 "Аргентовария"
 PROV3020:0 "Гельвет"
 PROV3021:0 "Аргентората"
 PROV3022:0 "Тародунон"
 PROV3023:0 "Брокомаг"
 PROV3024:0 "Альцитона"
 PROV3025:0 "Аврелия Аквенсий"
 PROV3026:0 "Гезориак"
 PROV3027:0 "Тарвенна"
 PROV3028:0 "Кастеллум"
 PROV3029:0 "Портус Итиус"
 PROV3030:0 "Арделл"
 PROV3031:0 "Тевцера"
 PROV3032:0 "Курмилиака"
 PROV3033:0 "Брига"
 PROV3034:0 "Малая Калетия"
 PROV3035:0 "Самаробрива"
 PROV3036:0 "Линтомаг"
 PROV3037:0 "Дурокорег"
 PROV3038:0 "Неметоценна"
 PROV3039:0 "Эстия"
 PROV3040:0 "Минариак"
 PROV3041:0 "Турнак"
 PROV3042:0 "Багак"
 PROV3043:0 "Августа Виромандуев"
 PROV3044:0 "Сефулы"
 PROV3045:0 "Камарак"
 PROV3046:0 "Гермониак"
 PROV3047:0 "Дурон"
 PROV3048:0 "Вербин"
 PROV3049:0 "Вунговик"
 PROV3050:0 "Мозомаг"
 PROV3051:0 "Поррик"
 PROV3052:0 "Салецион"
 PROV3053:0 "Конкордия"
 PROV3054:0 "Таберны"
 PROV3055:0 "Лоподун"
 PROV3056:0 "Борбетомаг"
 PROV3057:0 "Гессул"
 PROV3058:0 "Калькария"
 PROV3059:0 "Бравониак"
 PROV3060:0 "Виндоланда"
 PROV3061:0 "Тингий"
 PROV3062:0 "Ликс"
 PROV3063:0 "Тамузида"
 PROV3064:0 "Юлия Констанция Зилиль"
 PROV3065:0 "Фригиды"
 PROV3066:0 "Оккасум"
 PROV3067:0 "Волюбилис"
 PROV3068:0 "Сала"
 PROV3069:0 "Токолозида"
 PROV3070:0 "Юлия Валенция Баназа"
 PROV3071:0 "Тамузида Южная"
 PROV3072:0 "Аквы Дациевы"
 PROV3073:0 "Гильда"
 PROV3074:0 "Элия"
 PROV3075:0 "Випосцианы"
 PROV3076:0 "Тремулы"
 PROV3077:0 "Оппидум Новум"
 PROV3078:0 "Ад Меркурий"
 PROV3079:0 "Монс Семита"
 PROV3080:0 "Руссадир"
 PROV3081:0 "Горы Визум"
 PROV3082:0 "Гора Амбулаций"
 PROV3083:0 "Лемний"
 PROV3084:0 "Сир"
 PROV3085:0 "Тамуда"
 PROV3086:0 "Сига"
 PROV3087:0 "Помария"
 PROV3088:0 "Альбулы"
 PROV3089:0 "Альтава"
 PROV3090:0 "Тепиды"
 PROV3091:0 "Кастра Пуэрорум"
 PROV3092:0 "Портус Дивинус"
 PROV3093:0 "Регии"
 PROV3094:0 "Капуттазаккора"
 PROV3095:0 "Портус Магнус"
 PROV3096:0 "Тазаккора"
 PROV3097:0 "Луку"
 PROV3098:0 "Аквы Сиреновы"
 PROV3099:0 "Ала Милиария"
 PROV3100:0 "Кастра Нова"
 PROV3101:0 "Квиза Ксенитана"
 PROV3102:0 "Мина"
 PROV3103:0 "Бревк"
 PROV3104:0 "Ценавик"
 PROV3105:0 "Колумната"
 PROV3106:0 "Арсеннария"
 PROV3107:0 "Гауд Кастра"
 PROV3108:0 "Картены"
 PROV3109:0 "Портус Магулус"
 PROV3110:0 "Тингитан"
 PROV3111:0 "Картилии"
 PROV3112:0 "Кастра Германская"
 PROV3113:0 "Гунугу"
 PROV3114:0 "Оппидум Дефинум"
 PROV3115:0 "Зуккабар"
 PROV3116:0 "Иол"
 PROV3117:0 "Суфазар"
 PROV3118:0 "Икозий"
 PROV3119:0 "Ламбдия"
 PROV3120:0 "Русгунии"
 PROV3121:0 "Русуккуру"
 PROV3122:0 "Рузиппизир"
 PROV3123:0 "Рузаз"
 PROV3124:0 "Бида"
 PROV3125:0 "Келетрон"
 PROV3126:0 "Сальды"
 PROV3127:0 "Синнабские горы"
 PROV3128:0 "Гора Фрурезий"
 PROV3129:0 "Танарамуза Кастра"
 PROV3130:0 "Рапид"
 PROV3131:0 "Аузия"
 PROV3132:0 "Тацилици"
 PROV3133:0 "Заби"
 PROV3134:0 "Эквизетон"
 PROV3135:0 "Тубузукту"
 PROV3136:0 "Ауз"
 PROV3137:0 "Бессемий"
 PROV3138:0 "Бессемий Северный"
 PROV3139:0 "Ваниснезии"
 PROV3140:0 "Ад Сава Муниципиум"
 PROV3141:0 "Сертей"
 PROV3142:0 "Арас"
 PROV3143:0 "Лесбия"
 PROV3144:0 "Муслубий"
 PROV3145:0 "Хоба"
 PROV3146:0 "Сатафий"
 PROV3147:0 "Сицифий"
 PROV3148:0 "Мопт"
 PROV3149:0 "Квикуль"
 PROV3150:0 "Игилгили"
 PROV3151:0 "Макрии"
 PROV3152:0 "Тубуны"
 PROV3153:0 "Мезариетта"
 PROV3154:0 "Гемеллы"
 PROV3155:0 "Аква Вива"
 PROV3156:0 "Ницивиб"
 PROV3157:0 "Лемеллия"
 PROV3158:0 "Лобриния"
 PROV3159:0 "Зараи"
 PROV3160:0 "Тукка"
 PROV3161:0 "Хуллу"
 PROV3162:0 "Милев"
 PROV3163:0 "Цирта"
 PROV3164:0 "Тибилий"
 PROV3165:0 "Наттабут"
 PROV3166:0 "Гадиауфала"
 PROV3167:0 "Макомады"
 PROV3168:0 "Маскула Тиберия"
 PROV3169:0 "Бадиада"
 PROV3170:0 "Ламбафундии"
 PROV3171:0 "Табудий"
 PROV3172:0 "Верхний Авразий"
 PROV3173:0 "Бург Гетульский"
 PROV3174:0 "Клауди"
 PROV3175:0 "Эратира"
 PROV3176:0 "Нижний Авразий"
 PROV3177:0 "Ламасба"
 PROV3178:0 "Диана Ветеранов"
 PROV3179:0 "Верекунда"
 PROV3180:0 "Тенебрестия"
 PROV3181:0 "Сигус"
 PROV3182:0 "Багаи"
 PROV3183:0 "Субзуаритан"
 PROV3184:0 "Талады"
 PROV3185:0 "Легес Майорес"
 PROV3186:0 "Убаза Кастелл"
 PROV3187:0 "Мидилии"
 PROV3188:0 "Казы Нигры"
 PROV3189:0 "Ад Спекулум"
 PROV3190:0 "Тигес"
 PROV3191:0 "Кастра Непцитана"
 PROV3192:0 "Биллий"
 PROV3193:0 "Церва"
 PROV3194:0 "Телепта"
 PROV3195:0 "Гемеллия"
 PROV3196:0 "Капса Юстиниана"
 PROV3197:0 "Суфетула"
 PROV3198:0 "Циллий"
 PROV3199:0 "Нара Максиезская"
 PROV3200:0 "Овиски"
 PROV3201:0 "Табира"
 PROV3202:0 "Силесва"
 PROV3203:0 "Тевеста"
 PROV3204:0 "Ватарии"
 PROV3205:0 "Менегез"
 PROV3206:0 "Ад Аквас Цезарис"
 PROV3207:0 "Вегезела"
 PROV3208:0 "Аммедара"
 PROV3209:0 "Тала Мусуламская"
 PROV3210:0 "Суфы"
 PROV3211:0 "Масклины"
 PROV3212:0 "Аква Регия"
 PROV3213:0 "Вазамп"
 PROV3214:0 "Тезакт"
 PROV3215:0 "Казея"
 PROV3216:0 "Фунда Тавагаленсий"
 PROV3217:0 "Мадавр"
 PROV3218:0 "Типаза"
 PROV3219:0 "Марцимении"
 PROV3220:0 "Сальт Соротенсий"
 PROV3221:0 "Заттара"
 PROV3222:0 ""
 PROV3223:0 "Калама"
 PROV3224:0 "Азуккурий"
 PROV3225:0 "Гиппон Регий"
 PROV3226:0 "Кулуцитаний"
 PROV3227:0 "Рузикада"
 PROV3228:0 "Кельтианий"
 PROV3229:0 "Туниза"
 PROV3230:0 "Табрака"
 PROV3231:0 "Паг Маларенсий"
 PROV3232:0 "Симиттус"
 PROV3233:0 "Булла Регия"
 PROV3234:0 "Сикка Венерия"
 PROV3235:0 "Лары"
 PROV3236:0 "Ассур"
 PROV3237:0 "Обба"
 PROV3238:0 "Зама Регия"
 PROV3239:0 "Узаппа"
 PROV3240:0 "Серессии"
 PROV3241:0 "Фурн Великий"
 PROV3242:0 "Абтугнии"
 PROV3243:0 "Феради Майус"
 PROV3244:0 "Пуппут"
 PROV3245:0 "Курубий"
 PROV3246:0 "Мактарий"
 PROV3247:0 "Альтибур"
 PROV3248:0 "Тугга Теребентина"
 PROV3249:0 "Зиква"
 PROV3250:0 "Утина"
 PROV3251:0 "Мембресса"
 PROV3252:0 "Карпий"
 PROV3253:0 "Неферий"
 PROV3254:0 "Керкуан"
 PROV3255:0 "Миссуа"
 PROV3256:0 "Карфаген"
 PROV3257:0 "Утика"
 PROV3258:0 "Гиппон Диаррит"
 PROV3259:0 "Узали Сар"
 PROV3260:0 "Матар"
 PROV3261:0 "Тизика"
 PROV3262:0 "Кинна Табраканская"
 PROV3263:0 "Рукума"
 PROV3264:0 "Септимия"
 PROV3265:0 "Тимида Буре"
 PROV3266:0 "Урей"
 PROV3267:0 "Нумлули"
 PROV3268:0 "Аунобарий"
 PROV3269:0 "Дугга"
 PROV3270:0 "Бизика Лукана"
 PROV3271:0 "Тигника"
 PROV3272:0 "Музук"
 PROV3273:0 "Аквы Домашние"
 PROV3274:0 "Медиццера"
 PROV3275:0 "Улизиббира"
 PROV3276:0 "Гадрамет"
 PROV3277:0 "Лептис-Минор"
 PROV3278:0 "Тапс"
 PROV3279:0 "Вик Августи"
 PROV3280:0 "Ахолла"
 PROV3281:0 "Барар"
 PROV3282:0 "Тисдр"
 PROV3283:0 "Узула"
 PROV3284:0 "Церцина"
 PROV3285:0 "Тены"
 PROV3286:0 "Элии"
 PROV3287:0 "Тапарура"
 PROV3288:0 "Макомады Малые"
 PROV3289:0 "Беннафа"
 PROV3290:0 "Туррий Тамаллений"
 PROV3291:0 "Такапа"
 PROV3292:0 "Безерей"
 PROV3293:0 "Гигтий"
 PROV3294:0 "Типаза"
 PROV3295:0 "Гергис"
 PROV3296:0 "Зита"
 PROV3297:0 "Путея Паллена"
 PROV3298:0 "Зухий"
 PROV3299:0 "Писида"
 PROV3300:0 "Локры"
 PROV3301:0 "Сабрата"
 PROV3302:0 "Заназия"
 PROV3303:0 "Эа"
 PROV3304:0 "Амарея"
